1434506004,1087555,99623
1434506004,1087555,99623
1434506004,1087555,5070
1434506004,1087555,253710
1434506004,1087555,5070
1434506004,1087555,99623
1434506004,1087555,5070
1434506004,1087555,188698
1434506004,1087555,91708
1434506004,1087555,34466
1434506004,1087555,188698
1434506004,1087555,188698
1434506004,1087555,188698
1434506004,1087555,99623
1434506004,1087555,5070
1434507507,1298374,396619
1434507507,1298374,217613
1434507507,1298374,217613
1434507507,1298374,217613
1434508194,896708,14644
1434508194,896708,14644
1434508194,896708,14644
1434508194,896708,14644
1434508194,896708,387780
1434508194,896708,14644
1434508194,896708,387780
1434508246,748951,234493
1434508246,748951,234493
1434508246,748951,234493
1434508246,748951,234493
1434508246,748951,234493
1434508246,748951,234493
1434508246,748951,234493
1434508246,748951,234493
1434508822,467209,358147
1434508822,467209,126507
1434508822,467209,126507
1434508822,467209,126507
1434508822,467209,29908
1434508951,256989,387075
1434508951,256989,210279
1434508951,256989,387075
1434508951,256989,458458
1434508951,256989,387075
1434508951,256989,458458
1434508951,256989,114342
1434508951,256989,114342
1434508951,256989,114342
1434508951,256989,199735
1434508951,256989,119475
1434508951,256989,25091
1434508951,256989,119475
1434509515,566435,338660
1434509515,566435,168367
1434509515,566435,128908
1434509515,566435,209887
1434509515,566435,21970
1434509515,566435,277051
1434509515,566435,234390
1434509515,566435,300362
1434509515,566435,204494
1434509582,1373492,78265
1434509582,1373492,117730
1434509582,1373492,244939
1434509582,1373492,117730
1434509582,1373492,78265
1434509582,1373492,117730
1434509582,1373492,324459
1434509728,1647524,407253
1434509728,1647524,337349
1434509728,1647524,150991
1434509728,1647524,150991
1434509728,1647524,337349
1434509728,1647524,394548
1434509822,953364,339474
1434509822,953364,257327
1434509841,1263772,290752
1434509841,1263772,290752
1434509851,936905,387318
1434509851,936905,387318
1434509851,936905,357531
1434509851,936905,177522
1434509851,936905,61273
1434509878,1471623,324391
1434509878,1471623,324391
1434509891,272764,255725
1434509891,272764,12765
1434509891,272764,12765
1434509891,272764,12765
1434509891,272764,12765
1434509950,653222,366892
1434509950,653222,121017
1434509950,653222,264379
1434509950,653222,121017
1434509950,653222,366892
1434509950,653222,37063
1434509950,653222,366892
1434509950,653222,121017
1434509950,653222,366892
1434509950,653222,37063
1434509950,653222,366892
1434509950,653222,121017
1434509976,1420671,341482
1434509976,1420671,259873
1434509976,1420671,337772
1434509984,223206,168386
1434509984,223206,272048
1434509984,223206,354288
1434509984,223206,335837
1434509984,223206,354288
1434510001,1633954,95615
1434510001,1633954,104677
1434510001,1633954,337358
1434510001,1633954,270582
1434510022,723623,214537
1434510022,723623,185598
1434510087,1485317,108646
1434510087,1485317,108646
1434510107,1628171,335644
1434510107,1628171,391976
1434510112,1202383,419937
1434510112,1202383,389200
1434510132,1586518,263182
1434510132,1586518,390712
1434510132,1586518,125016
1434510132,1586518,125016
1434510132,1586518,251820
1434510137,156634,118199
1434510137,156634,118199
1434510137,156634,118199
1434510145,1109519,23707
1434510145,1109519,23707
1434510165,1729290,30964
1434510165,1729290,45831
1434510165,1729290,45831
1434510165,1729290,30964
1434510167,1648977,434782
1434510167,1648977,215363
1434510216,675829,330941
1434510216,675829,330941
1434510268,902040,423489
1434510268,902040,423489
1434510268,902040,423489
1434510275,1165295,29825
1434510275,1165295,204782
1434510275,1165295,256270
1434510275,1165295,128443
1434510275,1165295,118199
1434510275,1165295,118199
1434510275,1165295,47203
1434510278,1307737,94499
1434510278,1307737,45544
1434510282,1116902,372206
1434510282,1116902,453487
1434510282,1116902,372206
1434510298,1551834,12217
1434510298,1551834,12217
1434510298,1551834,12217
1434510347,1508051,50032
1434510347,1508051,176166
1434510386,520939,258609
1434510386,520939,99139
1434510386,520939,220884
1434510426,438801,171176
1434510426,438801,406343
1434510426,438801,313462
1434510426,438801,406343
1434510426,438801,368081
1434510426,438801,406343
1434510426,438801,69082
1434510426,438801,69082
1434510435,95155,376974
1434510435,95155,185535
1434510435,95155,386563
1434510435,95155,185535
1434510435,95155,92625
1434510435,95155,96489
1434510445,434499,396930
1434510445,434499,396930
1434510453,936379,208756
1434510453,936379,208756
1434510480,684032,133686
1434510480,684032,133686
1434510480,684032,160522
1434510480,684032,133686
1434510480,684032,374363
1434510480,684032,133686
1434510480,684032,229067
1434510480,684032,133686
1434510503,336618,277211
1434510503,336618,239738
1434510503,336618,277211
1434510531,1652982,320650
1434510531,1652982,320650
1434510531,1652982,320650
1434510533,706763,54875
1434510533,706763,58086
1434510533,706763,67811
1434510533,706763,362958
1434510533,706763,17108
1434510533,706763,17108
1434510562,1629902,318006
1434510562,1629902,318006
1434510572,1401668,268335
1434510572,1401668,181202
1434510583,201931,377923
1434510583,201931,434250
1434510598,49897,282528
1434510598,49897,308823
1434510598,49897,132965
